# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-allGenes.gtf" "-o" "CD24Mid-1.counts.txt" "CD24Mid-1.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-1.filtered.bam
ENSMUST00000040703.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115880425;115881182;115881504;115881701;115881897;115882209;115882407;115882811;115883203;115883417;115883607;115883998;115884180;115885076;115885394;115886021;115886191;115886391;115886584;115886862;115887062	115880508;115881343;115881604;115881777;115881978;115882307;115882510;115883002;115883284;115883518;115883907;115884085;115884405;115885188;115885453;115886096;115886309;115886509;115886725;115886973;115887445	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2825	0
ENSMUST00000125835.2	chr11;chr11;chr11;chr11	115886436;115886584;115886862;115887062	115886509;115886725;115886973;115887446	+;+;+;+	713	0
ENSMUST00000132447.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115886807;115887062;115887565;115887867;115888022;115888412;115889866;115890022;115890237;115890452;115890615;115890823;115891105;115891501;115891805;115892048;115892283	115886973;115887365;115887707;115887930;115888094;115888488;115889936;115890137;115890331;115890529;115890711;115890968;115891223;115891634;115891938;115892188;115892588	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2265	0
ENSMUST00000167507.2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115887601;115887867;115888022;115888412;115889866;115890022;115890237;115890452;115890615;115890823;115891105;115891501;115891805;115892048;115892283	115887707;115887942;115888094;115888488;115889936;115890137;115890331;115890529;115890711;115890968;115891223;115891634;115891938;115892188;115892603	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1785	0
ENSMUST00000141947.1	chr11;chr11;chr11;chr11	115890239;115890452;115890615;115890823	115890331;115890529;115890711;115891169	+;+;+;+	615	0
ENSMUST00000136774.6	chr11;chr11;chr11;chr11;chr11	115892595;115893260;115893495;115893947;115894996	115893158;115893329;115893719;115894718;115895136	-;-;-;-;-	1772	38
ENSMUST00000021097.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115892595;115893260;115893495;115893947;115894207;115894996;115895415;115895768;115895924;115896099;115896776;115897041;115916979;115923166;115925407;115927329;115927968;115930677;115932789	115893158;115893329;115893719;115894037;115894718;115895130;115895508;115895841;115895982;115896135;115896875;115897259;115917058;115923328;115925518;115927434;115928486;115930798;115933477	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3971	0
ENSMUST00000140174.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115892595;115893260;115893495;115893947;115894207;115894996;115895415;115895768;115895924;115896099;115896776;115897041;115916979;115923166;115925407;115927329;115927497;115930677;115932789	115893158;115893329;115893719;115894037;115894718;115895130;115895508;115895841;115895982;115896135;115896875;115897259;115917058;115923328;115925518;115927402;115928486;115930798;115933477	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4410	7
ENSMUST00000131578.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115895415;115895768;115895924;115896099;115896776;115897041;115904885;115916979;115923166;115925407;115927329	115895508;115895841;115895982;115896135;115896875;115897259;115905042;115917058;115923328;115925518;115927386	-;-;-;-;-;-;-;-;-;-;-	1154	8
ENSMUST00000144824.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115896265;115916979;115923166;115925407;115927329;115927968;115930677;115932789	115897259;115917058;115923328;115925518;115927434;115928486;115930798;115933477	-;-;-;-;-;-;-;-	2786	131
ENSMUST00000147172.1	chr11;chr11;chr11	115896809;115897041;115907183	115896875;115897259;115907253	-;-;-	357	3
ENSMUST00000152171.7	chr11;chr11;chr11	115899966;115905155;115905682	115900342;115905302;115906269	+;+;+	1113	11
ENSMUST00000142089.1	chr11;chr11;chr11;chr11	115900178;115902987;115905155;115905682	115900342;115903143;115905302;115905896	+;+;+;+	685	3
ENSMUST00000131566.1	chr11;chr11	115900202;115905155	115900342;115905713	+;+	700	2
ENSMUST00000132961.1	chr11;chr11	115912017;115913383	115912456;115913920	+;+	978	1131
ENSMUST00000134208.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115914534;115916418;115916979;115923166;115925407;115927329;115927968;115930677;115932789	115915856;115916496;115917058;115923328;115925518;115927434;115928144;115930798;115933477	-;-;-;-;-;-;-;-;-	2851	13
ENSMUST00000134391.1	chr11;chr11	115925027;115925802	115925080;115926143	+;+	396	0
ENSMUST00000156776.1	chr11;chr11	115925443;115927329	115925518;115927554	-;-	302	0
ENSMUST00000140991.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115933282;115935366;115938010;115951967;115957361;115960500;115961356;115961739;115962494;115963943;115964211	115933781;115935475;115938057;115952009;115957449;115960591;115961416;115961790;115962552;115964027;115966725	+;+;+;+;+;+;+;+;+;+;+	3654	374
ENSMUST00000146209.7	chr11;chr11;chr11;chr11	115933573;115938010;115951967;115957361	115933781;115938057;115952009;115957439	+;+;+;+	379	0
ENSMUST00000131737.7	chr11;chr11;chr11;chr11	115933637;115935366;115938010;115938355	115933781;115935475;115938057;115938408	+;+;+;+	357	6
ENSMUST00000021101.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115933674;115935366;115938010;115951967;115957361;115960500;115961739;115962494;115963943;115964211	115933781;115935475;115938057;115952009;115957449;115960591;115961790;115962552;115964027;115965535	+;+;+;+;+;+;+;+;+;+	2011	0
ENSMUST00000132264.1	chr11;chr11	115946450;115952044	115948739;115952105	-;-	2352	25
ENSMUST00000021107.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115974709;115974973;115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989722;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116005531;116005897;116006461;116006986;116007259;116007501;116007755;116007961	115974809;115975154;115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998145;115999955;116000419;116000680;116003524;116003734;116005767;116006055;116006610;116007174;116007414;116007665;116007865;116008412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6014	0
ENSMUST00000106461.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115974725;115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989719;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116004904;116005531;116006461;116006986;116007259;116007501;116007755;116007961	115975154;115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998154;115999955;116000419;116000680;116003524;116003734;116005098;116005767;116006610;116007174;116007414;116007665;116007865;116008411	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6208	0
ENSMUST00000169928.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115974725;115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989722;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116005531;116005897;116006461;116006986;116007259;116007501;116007755;116007961	115975154;115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998145;115999955;116000419;116000680;116003524;116003734;116005767;116006055;116006610;116007174;116007414;116007665;116007865;116008411	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6160	0
ENSMUST00000151691.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115974843;115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989722;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262	115975154;115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994760	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3786	18
ENSMUST00000106460.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115974979;115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989719;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116005531;116005897;116006461;116006986;116007259;116007501;116007755;116007961	115975154;115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998154;115999955;116000419;116000680;116003524;116003734;116005767;116006055;116006610;116007174;116007414;116007665;116007865;116008412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5919	0
ENSMUST00000068981.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989719;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116005531;116006461;116006986;116007259;116007501;116007755;116007961	115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998154;115999955;116000419;116000680;116003524;116003734;116005767;116006610;116007174;116007414;116007665;116007865;116008412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5584	0
ENSMUST00000106458.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	115977786;115979076;115979361;115979614;115980675;115980941;115982701;115983259;115983643;115984037;115985022;115986617;115988460;115988657;115988890;115989719;115989938;115990675;115990884;115991309;115991658;115991886;115993055;115993277;115994262;115997950;115999798;116000239;116000543;116003342;116003603;116004904;116005531;116006461;116006986;116007259;116007501;116007755;116007961	115977877;115979158;115979462;115979818;115980771;115981112;115982964;115983348;115983765;115984201;115985098;115986819;115988563;115988755;115989019;115989841;115990044;115990708;115991075;115991412;115991716;115991909;115993203;115993456;115994410;115998154;115999955;116000419;116000680;116003524;116003734;116005098;116005767;116006610;116007174;116007414;116007665;116007865;116008412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5779	0
ENSMUST00000150129.1	chr11;chr11;chr11	115989938;115990675;115990884	115990138;115990708;115991050	+;+;+	402	0
ENSMUST00000127523.1	chr11;chr11;chr11;chr11	115990952;115991309;115991658;115991886	115991075;115991412;115991716;115991973	+;+;+;+	375	0
ENSMUST00000130286.1	chr11;chr11;chr11	115992932;115993277;115994262	115993203;115993456;115994330	+;+;+	521	3
ENSMUST00000021114.4	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116008457;116008803;116009048;116009921;116010241;116010563;116011027;116012514	116008714;116008965;116009198;116010102;116010376;116010682;116011216;116012719	-;-;-;-;-;-;-;-	1406	1947
ENSMUST00000106454.7	chr11;chr11;chr11;chr11;chr11;chr11	116021912;116023625;116023882;116024379;116025305;116027856	116023535;116023778;116024019;116024718;116025455;116027962	-;-;-;-;-;-	2514	10
ENSMUST00000016703.7	chr11;chr11;chr11;chr11	116021961;116023625;116023882;116024379	116023535;116023778;116024019;116024504	-;-;-;-	1993	0
ENSMUST00000139623.1	chr11;chr11;chr11	116023193;116023625;116024379	116023535;116024019;116024514	-;-;-	874	0
ENSMUST00000139378.1	chr11;chr11;chr11	116023509;116023625;116023882	116023535;116023778;116024473	-;-;-	773	306
ENSMUST00000021116.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116030322;116047677;116048985;116049314;116050037;116050687;116051458;116053016;116053490;116054397;116054837;116055981;116056191;116058243;116058989;116059823	116030491;116047886;116049161;116049444;116050172;116050804;116051542;116053158;116053690;116054462;116055011;116056082;116056379;116058424;116059246;116061214	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3735	0
ENSMUST00000106452.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116030322;116047677;116048985;116049314;116050037;116050687;116051458;116053016;116053490;116054397;116054837;116055981;116056191;116058243;116058989;116059823	116030491;116047886;116049161;116049444;116050172;116050804;116051542;116053119;116053690;116054462;116055011;116056082;116056379;116058424;116059246;116061214	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3696	0
ENSMUST00000176788.1	chr11;chr11;chr11	116030323;116038540;116040993	116030491;116038783;116041050	+;+;+	471	1
ENSMUST00000150759.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116038657;116047677;116048985;116049314;116050037;116050687;116051458;116053016;116053490;116054397;116054837;116055981;116056191;116058243;116058989;116059823	116038783;116047886;116049161;116049444;116050172;116050804;116051542;116053158;116053690;116054462;116055011;116056082;116056379;116058424;116059246;116061214	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3692	0
ENSMUST00000176212.1	chr11;chr11;chr11;chr11;chr11;chr11	116049299;116050037;116050687;116051458;116053016;116053490	116049444;116050172;116050804;116051542;116053158;116053678	+;+;+;+;+;+	817	2
ENSMUST00000175702.1	chr11;chr11;chr11;chr11	116053295;116054397;116054837;116055981	116053690;116054462;116055011;116056067	+;+;+;+	724	10
ENSMUST00000140683.1	chr11;chr11	116055898;116058989	116056379;116059106	+;+	600	2
ENSMUST00000106450.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116062095;116063639;116064243;116064545;116064761;116065299;116065442;116066690;116067831;116068045;116068376;116068663;116069115;116069358;116069566;116069702;116069881;116070021;116070235;116070430;116073385;116073569;116073784;116074042;116074238;116074400;116075705;116076108;116076270;116076442;116076752;116077448	116062803;116063835;116064366;116064665;116064844;116065370;116065547;116066769;116067899;116068251;116068474;116068806;116069235;116069488;116069617;116069799;116069937;116070111;116070359;116070547;116073488;116073661;116073888;116074111;116074306;116074444;116075885;116076174;116076329;116076549;116076787;116077750	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4046	1
ENSMUST00000075036.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116062096;116063639;116064243;116064545;116064761;116065299;116065442;116066690;116067831;116068045;116068376;116068663;116069115;116069358;116069566;116069702;116069887;116070021;116070235;116070430;116073385;116073569;116073784;116074042;116074238;116074400;116075705;116076108;116076270;116076442;116076752;116077448;116077945	116062803;116063835;116064366;116064665;116064844;116065370;116065547;116066769;116067899;116068251;116068474;116068806;116069235;116069488;116069617;116069799;116069937;116070111;116070359;116070547;116073488;116073661;116073888;116074111;116074306;116074444;116075885;116076174;116076329;116076549;116076787;116077661;116077961	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3967	0
ENSMUST00000106451.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116062096;116063639;116064243;116064545;116064761;116065299;116065442;116066690;116067831;116068045;116068376;116068663;116069115;116069358;116069566;116069702;116069881;116070021;116070235;116070430;116073385;116073569;116073784;116074042;116074238;116074400;116075705;116076108;116076270;116076442;116076752;116077448;116077945	116062803;116063835;116064366;116064665;116064844;116065370;116065547;116066769;116067899;116068251;116068474;116068806;116069235;116069488;116069617;116069799;116069937;116070111;116070359;116070547;116073488;116073661;116073888;116074111;116074306;116074444;116075885;116076174;116076329;116076549;116076787;116077661;116077961	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3973	0
ENSMUST00000173345.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116062554;116063639;116064243;116064545;116064761;116065299;116065442;116066637;116067831;116068045;116068376;116068663;116069115;116069358;116069566;116069702;116069881;116070021;116070235;116070430;116073385;116073569;116073784;116074042;116074238;116074400;116075705;116076108;116076270;116076442;116076752;116077448	116062803;116063835;116064366;116064665;116064844;116065370;116065547;116066769;116067899;116068251;116068474;116068806;116069235;116069488;116069617;116069799;116069937;116070111;116070359;116070547;116073488;116073661;116073888;116074111;116074306;116074444;116075885;116076174;116076329;116076549;116076787;116077624	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3514	0
ENSMUST00000174822.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116062638;116063639;116064243;116064545;116064761;116065299;116065442;116066690;116067831;116068045;116068376;116068663;116069115;116069358;116069566;116069702;116069887;116070021;116070235;116070430;116073385;116073569;116073784;116074042;116074238;116074400;116075705;116076108;116076270;116076442;116076752;116077448	116062803;116063835;116064366;116064665;116064844;116065370;116065547;116066769;116067899;116068251;116068474;116068806;116069235;116069488;116069617;116069799;116069937;116070111;116070359;116070547;116073488;116073661;116073888;116074111;116074306;116074444;116075885;116076174;116076329;116076549;116076787;116077590	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3337	0
ENSMUST00000173943.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	116068795;116069115;116069358;116069566;116069702;116069881;116070235	116068806;116069235;116069488;116069617;116069799;116070111;116070355	-;-;-;-;-;-;-	766	0
ENSMUST00000155120.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	116075397;116076108;116076270;116076442;116076752;116077448;116077945	116075885;116076174;116076329;116076549;116076787;116077661;116077961	-;-;-;-;-;-;-	991	6
ENSMUST00000153408.7	chr11;chr11;chr11;chr11;chr11	116076108;116076270;116076442;116076752;116076907	116076174;116076329;116076549;116076787;116077051	-;-;-;-;-	416	0
ENSMUST00000156545.1	chr11;chr11;chr11;chr11	116076471;116076752;116077448;116077915	116076549;116076787;116077658;116077941	-;-;-;-	353	0
ENSMUST00000074628.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116078573;116079708;116080222;116080546;116081232;116082276;116083839;116086867	116079596;116079784;116080344;116080680;116081324;116082411;116083947;116086995	-;-;-;-;-;-;-;-	1826	1039
ENSMUST00000106444.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11	116079252;116079708;116080222;116081232;116082276;116083839;116086867	116079596;116079784;116080344;116081324;116082411;116083947;116086995	-;-;-;-;-;-;-	1012	0
ENSMUST00000145278.1	chr11;chr11;chr11;chr11;chr11	116079397;116079708;116080222;116080546;116081232	116079596;116079784;116080344;116080680;116081485	-;-;-;-;-	789	3
ENSMUST00000146339.1	chr11;chr11;chr11	116081829;116083839;116086867	116082411;116083947;116086995	-;-;-	821	17
ENSMUST00000129532.1	chr11;chr11	116083096;116086867	116083947;116086972	-;-	958	55
ENSMUST00000141531.7	chr11;chr11;chr11;chr11	116105752;116106932;116107424;116107778	116106641;116107003;116107622;116108119	-;-;-;-	1503	0
ENSMUST00000106441.7	chr11;chr11;chr11;chr11;chr11;chr11	116105752;116106932;116107424;116107778;116108266;116109534	116106641;116107003;116107622;116108008;116108361;116110237	-;-;-;-;-;-	2192	0
ENSMUST00000021120.5	chr11;chr11;chr11;chr11;chr11;chr11	116105752;116106932;116107424;116107778;116108266;116109534	116106641;116107006;116107622;116108008;116108361;116110246	-;-;-;-;-;-	2204	0
ENSMUST00000149957.1	chr11;chr11	116106209;116106932	116106641;116107083	-;-	585	0
ENSMUST00000127235.1	chr11;chr11;chr11	116106339;116106932;116107424	116106641;116107003;116107740	-;-;-	692	0
ENSMUST00000134691.1	chr11;chr11;chr11;chr11	116106392;116106932;116107424;116107778	116106641;116107006;116107622;116108035	-;-;-;-	782	0
ENSMUST00000133039.1	chr11;chr11;chr11;chr11	116107811;116108266;116126465;116127162	116108008;116108361;116126640;116127210	-;-;-;-	519	0
ENSMUST00000106440.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11	116121846;116126465;116127162;116127438;116127698;116128196;116130586	116124596;116126640;116127227;116127615;116127931;116128291;116131124	-;-;-;-;-;-;-	4040	421
ENSMUST00000067632.3	chr11;chr11;chr11;chr11;chr11;chr11	116124708;116127162;116127438;116127698;116128196;116130586	116126640;116127227;116127615;116127931;116128291;116131126	-;-;-;-;-;-	3048	0
ENSMUST00000154061.1	chr11;chr11;chr11;chr11;chr11	116124708;116127162;116127438;116128196;116130586	116126640;116127227;116127931;116128291;116131128	-;-;-;-;-	3132	0
ENSMUST00000106439.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116131817;116132420;116132743;116134256;116134433;116134908;116135191;116138442;116138711	116132130;116132556;116132901;116134301;116134505;116135116;116135325;116138621;116138868	-;-;-;-;-;-;-;-;-	1411	0
ENSMUST00000142550.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116131821;116132420;116132743;116134256;116134433;116134908;116135191;116138442	116132130;116132556;116132901;116134301;116134505;116135116;116135325;116138775	-;-;-;-;-;-;-;-	1403	0
ENSMUST00000133159.7	chr11;chr11;chr11;chr11;chr11;chr11	116132785;116134256;116134433;116134908;116138442;116138711	116132901;116134301;116134505;116135325;116138621;116138789	-;-;-;-;-;-	913	0
ENSMUST00000145655.1	chr11;chr11	116134062;116134433	116134301;116134456	-;-	264	4
ENSMUST00000124722.1	chr11;chr11	116134256;116134433	116134301;116134627	-;-	241	14
ENSMUST00000138457.1	chr11;chr11	116137782;116138711	116138621;116138865	-;-	995	43
ENSMUST00000126861.7	chr11;chr11;chr11;chr11	116142285;116144433;116145835;116146436	116143466;116145760;116146011;116147139	-;-;-;-	3391	10
ENSMUST00000136318.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	116142285;116144433;116145425;116145623;116145835;116146436;116146704;116147708;116147904;116148121;116148813;116149119;116149367;116150789;116151019;116151422;116152477;116153953;116154707;116154991;116155384;116155958;116157292;116157689;116158020;116158889;116160062;116161425;116163318;116164663;116165832;116167552	116143466;116144542;116145542;116145760;116146011;116146621;116146826;116147826;116148043;116148228;116149019;116149219;116149522;116150847;116151113;116151517;116152944;116154052;116154864;116155126;116155500;116156035;116157498;116157827;116158159;116158939;116160110;116161509;116163359;116164690;116165912;116167780	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5223	0
