#1.2									
2998	8								
NAME	description	CD24Mid-1	CD24Neg-2	CD24Mid-3	CD24Neg-4	CD24Mid-5	CD24Neg-6	CD24Mid-7	CD24Neg-8
ENSMUSG00000049291	NA	0	4	0	0	0	0	0	0
ENSMUSG00000049299	NA	1116	541	1197	530	1018	779	1142	539
ENSMUSG00000049321	NA	148	19	236	50	294	26	239	25
ENSMUSG00000049323	NA	1234	494	1397	696	1759	1050	2013	592
ENSMUSG00000049336	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049354	NA	5045	2113	6133	2310	6130	3402	6230	1763
ENSMUSG00000049396	NA	4	0	5	0	6	0	8	4
ENSMUSG00000049427	NA	0	0	0	0	0	0	2	0
ENSMUSG00000049470	NA	2611	1076	2974	1705	4230	2660	4602	1697
ENSMUSG00000049489	NA	571	197	595	234	549	357	577	231
ENSMUSG00000049491	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049506	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049588	NA	75	14	43	5	55	6	78	9
ENSMUSG00000049604	NA	0	0	0	2	0	0	0	0
ENSMUSG00000049612	NA	12	2	9	0	8	3	6	2
ENSMUSG00000049659	NA	2236	1014	2521	1329	3312	2587	3277	1480
ENSMUSG00000049680	NA	1424	1456	1516	1595	1548	2852	1413	1473
ENSMUSG00000049721	NA	1337	1166	1013	1170	936	1870	880	1069
ENSMUSG00000049755	NA	1018	414	959	325	1009	509	985	326
ENSMUSG00000049800	NA	1393	895	1272	947	1871	1625	1947	1075
ENSMUSG00000049807	NA	10	2	12	2	14	4	13	2
ENSMUSG00000049809	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049811	NA	3	12	19	19	6	34	10	24
ENSMUSG00000049892	NA	462	155	440	88	639	252	446	175
ENSMUSG00000049904	NA	77	6	115	7	73	8	81	12
ENSMUSG00000049928	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049957	NA	1110	223	1134	180	1274	388	1212	255
ENSMUSG00000050087	NA	0	2	4	0	0	0	4	0
ENSMUSG00000050106	NA	396	356	279	366	290	523	319	410
ENSMUSG00000050107	NA	803	178	1001	128	944	175	1057	220
ENSMUSG00000050132	NA	0	0	2	0	4	2	2	6
ENSMUSG00000050201	NA	1	4	0	12	0	20	0	1
ENSMUSG00000050270	NA	184	168	155	280	189	483	180	215
ENSMUSG00000050288	NA	277	0	415	7	402	6	301	6
ENSMUSG00000050343	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050538	NA	4	2	2	0	9	4	11	0
ENSMUSG00000050541	NA	0	0	2	0	2	0	0	0
ENSMUSG00000050567	NA	851	338	972	378	1008	582	1058	343
ENSMUSG00000050628	NA	5536	2383	5587	2569	5368	3508	5587	2278
ENSMUSG00000050675	NA	44	19	34	8	53	15	42	15
ENSMUSG00000050763	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050813	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050818	NA	0	0	0	0	1	0	0	0
ENSMUSG00000050830	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050860	NA	60	56	33	114	47	116	21	62
ENSMUSG00000050910	NA	41	6	81	5	85	10	99	2
ENSMUSG00000050944	NA	96	30	121	46	124	61	174	63
ENSMUSG00000050965	NA	5292	2404	5172	2822	6841	4421	7569	2878
ENSMUSG00000051008	NA	15	6	26	13	16	4	22	9
ENSMUSG00000051043	NA	18	0	29	9	56	5	31	6
ENSMUSG00000051062	NA	2	0	0	2	0	2	3	0
ENSMUSG00000051232	NA	458	129	448	142	409	233	501	161
ENSMUSG00000051355	NA	656	257	754	264	628	374	689	240
ENSMUSG00000051378	NA	1384	38	1636	73	1638	65	1674	69
ENSMUSG00000051427	NA	146	64	133	65	165	102	154	71
ENSMUSG00000051452	NA	490	697	353	875	513	1766	523	709
ENSMUSG00000051455	NA	2	0	0	6	8	2	10	0
ENSMUSG00000051481	NA	0	0	0	0	0	0	0	0
ENSMUSG00000051497	NA	0	0	0	0	0	0	2	0
ENSMUSG00000051510	NA	1655	819	1546	963	1745	1399	1848	893
ENSMUSG00000051617	NA	0	0	0	0	0	2	0	0
ENSMUSG00000051650	NA	33	30	46	59	67	87	58	50
ENSMUSG00000051748	NA	0	2	0	8	0	19	0	2
ENSMUSG00000051790	NA	123	65	185	47	159	30	195	39
ENSMUSG00000051832	NA	8	0	10	2	12	1	11	2
ENSMUSG00000052234	NA	2	0	2	0	2	0	2	0
ENSMUSG00000052298	NA	2327	1530	2435	1721	2468	2657	2745	1741
ENSMUSG00000052373	NA	165	2	206	12	178	6	146	9
ENSMUSG00000052563	NA	290	24	293	46	215	26	282	26
ENSMUSG00000052642	NA	0	0	0	0	0	0	0	0
ENSMUSG00000052915	NA	3113	1413	3547	1416	3631	2373	3388	1549
ENSMUSG00000052921	NA	6	0	10	0	6	0	4	0
ENSMUSG00000052949	NA	100	8	130	7	71	20	173	19
ENSMUSG00000053113	NA	930	969	397	911	825	1168	687	1096
ENSMUSG00000053184	NA	2	0	2	0	0	0	3	0
ENSMUSG00000053263	NA	7	6	19	0	26	6	14	2
ENSMUSG00000053519	NA	0	0	0	1	0	0	0	0
ENSMUSG00000053574	NA	14	0	10	0	7	8	8	6
ENSMUSG00000053580	NA	133	42	136	58	220	41	193	47
ENSMUSG00000053613	NA	2	0	0	0	1	4	0	0
ENSMUSG00000053654	NA	0	4	0	2	4	0	2	0
ENSMUSG00000053783	NA	27	0	26	3	30	2	27	8
ENSMUSG00000053797	NA	2	0	0	0	0	0	0	0
ENSMUSG00000053838	NA	2277	871	2758	983	2450	1560	2958	791
ENSMUSG00000053930	NA	2	0	2	0	2	0	2	0
ENSMUSG00000054079	NA	1062	146	1262	194	1601	328	1553	232
ENSMUSG00000054146	NA	111	23	143	13	125	18	83	18
ENSMUSG00000054404	NA	19	16	8	16	16	75	23	27
ENSMUSG00000054406	NA	0	0	0	0	0	0	0	0
ENSMUSG00000054418	NA	0	0	0	0	0	2	0	0
ENSMUSG00000054450	NA	0	2	0	1	0	0	0	0
ENSMUSG00000054517	NA	829	206	887	242	1070	418	983	251
ENSMUSG00000054519	NA	201	56	248	41	234	106	295	68
ENSMUSG00000054986	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055010	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055045	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055072	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055134	NA	256	30	305	39	345	69	267	39
ENSMUSG00000055333	NA	6	0	8	0	16	0	12	2
ENSMUSG00000055415	NA	4442	1848	3646	1951	5820	3136	7561	2502
ENSMUSG00000055456	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055546	NA	2	0	0	0	2	0	7	0
ENSMUSG00000055609	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055670	NA	6097	7457	4107	7598	6645	14746	7453	8671
ENSMUSG00000055775	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055805	NA	113	129	83	24	62	30	154	95
ENSMUSG00000055937	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055971	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056008	NA	1	0	0	0	2	0	0	0
ENSMUSG00000056032	NA	219	48	120	37	167	26	243	28
ENSMUSG00000056158	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056288	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056328	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056342	NA	2811	921	3455	1598	6475	2613	6760	1706
ENSMUSG00000056427	NA	0	4	0	0	2	0	0	0
ENSMUSG00000056564	NA	0	0	0	0	0	1	0	0
ENSMUSG00000056579	NA	4017	1571	4663	2127	6995	3959	6683	2421
ENSMUSG00000056598	NA	62	67	49	67	59	119	56	81
ENSMUSG00000056648	NA	61	19	44	7	25	12	63	9
ENSMUSG00000056687	NA	143	63	127	66	160	121	141	84
ENSMUSG00000056752	NA	8	0	52	11	56	3	31	3
ENSMUSG00000056895	NA	21	2	16	2	12	4	16	6
ENSMUSG00000056921	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056938	NA	1710	3232	1272	3240	1210	5960	1240	3760
ENSMUSG00000056959	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056962	NA	1711	748	1506	613	1790	1086	1651	773
ENSMUSG00000057003	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057050	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057054	NA	49	29	37	32	46	40	24	36
ENSMUSG00000057058	NA	24	61	4	0	4	29	22	63
ENSMUSG00000057098	NA	15	0	5	0	7	0	28	0
ENSMUSG00000057113	NA	22154	2122	27652	2688	30477	3975	29880	3055
ENSMUSG00000057135	NA	17	8	2	2	2	0	10	2
ENSMUSG00000057181	NA	472	77	545	116	740	303	797	179
ENSMUSG00000057219	NA	358	176	266	198	280	299	248	225
ENSMUSG00000057286	NA	3769	1264	3871	1277	4099	2095	3516	1236
ENSMUSG00000057322	NA	10659	3043	11942	2387	9088	3449	9002	2499
ENSMUSG00000057522	NA	3490	1412	4150	1788	4814	3010	4973	1656
ENSMUSG00000057534	NA	0	0	0	0	0	0	2	0
ENSMUSG00000057594	NA	211	94	262	72	224	147	257	74
ENSMUSG00000057654	NA	0	0	0	0	3	0	1	0
ENSMUSG00000057674	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057723	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057778	NA	150	84	154	150	184	252	199	151
ENSMUSG00000057890	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057897	NA	141	110	313	217	430	643	401	406
ENSMUSG00000057948	NA	360	274	250	155	270	218	307	305
ENSMUSG00000057967	NA	1	0	2	0	2	2	0	0
ENSMUSG00000058073	NA	36	14	25	14	41	36	48	8
ENSMUSG00000058163	NA	62	205	42	236	46	715	128	379
ENSMUSG00000058275	NA	0	0	0	0	0	0	0	0
ENSMUSG00000058287	NA	2	10	2	0	2	9	2	5
ENSMUSG00000058546	NA	9062	1836	10340	1518	9380	1824	8964	1524
ENSMUSG00000058725	NA	0	0	0	0	0	0	0	0
ENSMUSG00000058728	NA	24	4	10	2	19	5	39	6
ENSMUSG00000058755	NA	1	0	2	0	2	0	3	0
ENSMUSG00000058756	NA	4370	2553	4405	2429	4421	4440	4121	2241
ENSMUSG00000058807	NA	0	0	0	0	0	0	0	0
ENSMUSG00000058809	NA	857	104	894	115	1186	150	1214	144
ENSMUSG00000059169	NA	0	0	0	0	0	0	0	0
ENSMUSG00000059248	NA	4202	2044	3434	1702	3690	2866	4060	1727
ENSMUSG00000059278	NA	662	242	782	202	593	280	737	206
ENSMUSG00000059279	NA	0	0	1	0	0	0	0	0
ENSMUSG00000059397	NA	0	0	0	0	2	0	0	0
ENSMUSG00000059439	NA	496	328	589	324	495	608	481	316
ENSMUSG00000059474	NA	1596	366	1794	508	2774	783	2550	608
ENSMUSG00000059504	NA	0	0	0	0	0	0	0	0
ENSMUSG00000059534	NA	5852	2696	5779	2597	4652	3764	5250	2646
ENSMUSG00000059552	NA	4738	519	5954	707	5238	843	5121	697
ENSMUSG00000059610	NA	0	0	0	0	0	0	0	0
ENSMUSG00000059706	NA	0	0	0	0	2	0	0	0
ENSMUSG00000059729	NA	0	0	0	0	0	1	0	0
ENSMUSG00000059796	NA	31065	6347	34057	6086	32612	8935	34690	7026
ENSMUSG00000059845	NA	0	0	0	0	0	0	0	0
ENSMUSG00000059864	NA	8	17	4	10	4	22	3	6
ENSMUSG00000059923	NA	2782	1310	2816	1383	2785	2195	3131	1267
ENSMUSG00000059995	NA	2716	970	3143	1187	3181	1645	3091	1110
ENSMUSG00000060030	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060068	NA	0	0	0	2	0	1	0	0
ENSMUSG00000060170	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060180	NA	2	2	2	2	0	0	2	0
ENSMUSG00000060216	NA	243	133	250	71	244	125	279	158
ENSMUSG00000060335	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060600	NA	320	187	307	158	283	214	252	190
ENSMUSG00000060630	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060727	NA	4	4	11	1	14	8	9	2
ENSMUSG00000060756	NA	0	0	2	0	0	0	0	2
ENSMUSG00000060765	NA	0	0	0	0	0	0	4	0
ENSMUSG00000060787	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060808	NA	1	0	2	0	0	0	0	0
ENSMUSG00000060918	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060923	NA	2	3	10	7	4	13	8	16
ENSMUSG00000060938	NA	26178	6483	29561	4908	24511	6498	22507	5024
ENSMUSG00000061086	NA	12	1	23	0	8	3	20	2
ENSMUSG00000061111	NA	540	110	720	107	555	88	535	62
ENSMUSG00000061246	NA	0	0	0	0	0	0	0	0
ENSMUSG00000061306	NA	5149	2210	4508	2671	5143	4377	5324	2572
ENSMUSG00000061462	NA	104	54	66	17	119	21	153	42
ENSMUSG00000061469	NA	0	0	0	0	0	0	0	0
ENSMUSG00000061650	NA	961	264	1028	271	756	434	909	238
ENSMUSG00000061666	NA	4191	2634	3737	2702	4267	5044	4268	3011
ENSMUSG00000061718	NA	19864	5032	18818	3812	16580	4639	16777	4562
ENSMUSG00000061878	NA	618	725	396	740	372	970	310	643
ENSMUSG00000061952	NA	0	0	0	0	0	0	0	0
ENSMUSG00000061981	NA	722	106	753	68	664	52	710	80
ENSMUSG00000061984	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062115	NA	1515	454	1505	426	1834	752	1812	478
ENSMUSG00000062128	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062186	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062204	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062278	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062312	NA	9325	5918	7122	5602	8272	8659	8750	6570
ENSMUSG00000062391	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062421	NA	510	139	579	136	665	219	702	105
ENSMUSG00000062511	NA	0	0	0	0	0	0	0	0
ENSMUSG00000062825	NA	99876	38201	95425	32706	103420	55335	102445	34727
ENSMUSG00000063109	NA	0	0	4	0	0	0	0	0
ENSMUSG00000063116	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063193	NA	0	2	0	0	0	2	4	0
ENSMUSG00000063251	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063316	NA	10909	2613	12115	2154	10251	2656	10484	2355
ENSMUSG00000063386	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063549	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063564	NA	16	1	12	3	18	0	9	2
ENSMUSG00000063652	NA	745	521	678	506	751	811	778	642
ENSMUSG00000063827	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063881	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064010	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064044	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064057	NA	1	1	0	0	5	1	5	0
ENSMUSG00000064090	NA	269	72	288	67	309	109	375	74
ENSMUSG00000064165	NA	3	0	8	0	3	0	5	0
ENSMUSG00000064224	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064252	NA	0	0	0	0	1	0	0	0
ENSMUSG00000064437	NA	36	6	21	0	33	6	34	5
ENSMUSG00000064486	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064491	NA	2	0	2	0	0	0	0	0
ENSMUSG00000064495	NA	5	4	4	4	10	8	6	0
ENSMUSG00000064500	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064512	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064513	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064526	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064540	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064567	NA	1	0	4	0	2	0	3	2
ENSMUSG00000064577	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064588	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064632	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064671	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064691	NA	0	0	0	0	0	1	0	0
ENSMUSG00000064692	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064702	NA	0	0	6	0	0	0	0	1
ENSMUSG00000064718	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064719	NA	0	0	0	0	1	0	0	0
ENSMUSG00000064725	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064743	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064746	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064759	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064761	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064766	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064780	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064788	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064795	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064802	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064831	NA	0	0	0	0	0	0	0	0
ENSMUSG00000064856	NA	14	100	24	24	3	10	8	62
ENSMUSG00000064899	NA	8	16	5	12	3	8	7	23
ENSMUSG00000064901	NA	13	0	11	4	17	1	4	0
ENSMUSG00000064939	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065007	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065011	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065012	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065061	NA	0	0	1	0	0	0	1	0
ENSMUSG00000065094	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065104	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065126	NA	146	32	95	21	120	28	111	46
ENSMUSG00000065162	NA	4	0	0	2	2	0	6	2
ENSMUSG00000065173	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065201	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065246	NA	0	0	0	0	1	0	0	0
ENSMUSG00000065251	NA	2	14	2	2	2	2	0	6
ENSMUSG00000065262	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065283	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065298	NA	0	0	0	0	1	0	3	0
ENSMUSG00000065307	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065379	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065384	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065395	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065401	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065411	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065415	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065417	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065420	NA	1	0	0	1	0	2	0	0
ENSMUSG00000065455	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065489	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065515	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065518	NA	1	0	0	0	0	0	0	0
ENSMUSG00000065519	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065529	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065534	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065537	NA	1	0	0	0	0	0	1	0
ENSMUSG00000065539	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065546	NA	5	3	3	4	2	0	6	0
ENSMUSG00000065553	NA	1	0	0	0	0	0	0	0
ENSMUSG00000065583	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065589	NA	0	0	2	0	1	1	3	0
ENSMUSG00000065590	NA	4	0	0	0	0	0	0	0
ENSMUSG00000065591	NA	10	4	9	10	6	11	12	7
ENSMUSG00000065600	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065601	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065627	NA	1	0	0	4	2	4	1	5
ENSMUSG00000065635	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065640	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065657	NA	2	0	3	0	1	1	2	0
ENSMUSG00000065676	NA	4	0	2	0	3	0	0	0
ENSMUSG00000065686	NA	2	0	0	0	2	0	0	0
ENSMUSG00000065715	NA	12	3	13	3	13	3	15	7
ENSMUSG00000065734	NA	40	2	25	2	31	7	25	11
ENSMUSG00000065767	NA	0	2	1	2	3	8	1	3
ENSMUSG00000065804	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065806	NA	2	0	1	2	0	0	0	1
ENSMUSG00000065820	NA	2	10	4	0	4	2	2	10
ENSMUSG00000065862	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065869	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065889	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065916	NA	0	0	0	0	0	0	0	0
ENSMUSG00000065944	NA	0	1	0	0	0	2	0	1
ENSMUSG00000068314	NA	0	0	1	0	0	0	0	2
ENSMUSG00000069476	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069588	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069607	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069609	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069631	NA	434	128	394	94	514	143	443	80
ENSMUSG00000069717	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069718	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069721	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069722	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069744	NA	4274	1521	4415	1444	3431	1666	4151	1435
ENSMUSG00000069763	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069769	NA	1325	293	1568	377	2170	524	2033	409
ENSMUSG00000069785	NA	0	0	0	0	0	0	1	0
ENSMUSG00000069792	NA	8	0	0	0	1	0	8	0
ENSMUSG00000069793	NA	2556	41	4176	191	6371	214	6716	282
ENSMUSG00000069796	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069804	NA	36	49	41	46	28	64	41	48
ENSMUSG00000069808	NA	559	63	641	45	581	48	619	54
ENSMUSG00000069814	NA	126	19	108	20	101	25	104	4
ENSMUSG00000069816	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069818	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069823	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069824	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069825	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069830	NA	0	0	2	0	0	0	2	0
ENSMUSG00000069835	NA	11	30	8	41	2	73	11	85
ENSMUSG00000069844	NA	1628	803	1660	830	1808	1672	2035	1008
ENSMUSG00000069855	NA	0	2	0	4	0	0	0	4
ENSMUSG00000069873	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069874	NA	437	331	181	265	403	893	743	598
ENSMUSG00000069890	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069892	NA	9	10	8	1	18	3	67	9
ENSMUSG00000069893	NA	2	3	2	0	6	8	18	8
ENSMUSG00000069899	NA	204	103	202	116	158	132	140	105
ENSMUSG00000069910	NA	610	20	795	46	981	54	1050	61
ENSMUSG00000069911	NA	2	0	0	0	2	0	0	6
ENSMUSG00000069913	NA	5	0	3	1	9	3	4	0
ENSMUSG00000069917	NA	0	0	0	0	0	0	0	0
ENSMUSG00000069919	NA	0	0	0	0	0	0	2	0
ENSMUSG00000069939	NA	1429	1116	1107	1136	888	2008	1153	945
ENSMUSG00000070065	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070109	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070178	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070249	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070327	NA	4412	3701	3291	3322	5781	8247	7160	5679
ENSMUSG00000070330	NA	7	2	2	0	4	3	3	2
ENSMUSG00000070331	NA	28	4	21	7	31	8	17	12
ENSMUSG00000070332	NA	36	60	23	50	22	89	14	39
ENSMUSG00000070334	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070335	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070336	NA	22	7	28	10	26	4	27	4
ENSMUSG00000070337	NA	12	2	18	2	16	2	18	0
ENSMUSG00000070345	NA	6	23	6	34	3	130	2	75
ENSMUSG00000070354	NA	0	4	2	2	2	0	3	0
ENSMUSG00000070374	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070375	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070377	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070378	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070379	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070380	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070382	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070383	NA	0	0	0	0	0	0	0	0
ENSMUSG00000070388	NA	0	1	0	0	0	0	0	0
ENSMUSG00000070390	NA	208	243	184	351	272	797	208	319
ENSMUSG00000070394	NA	926	280	1006	244	778	267	762	304
ENSMUSG00000070407	NA	20	14	14	4	40	8	29	4
ENSMUSG00000070438	NA	0	0	0	0	0	0	0	0
ENSMUSG00000071415	NA	34132	7087	36195	5755	31164	7633	30345	6054
ENSMUSG00000071818	NA	0	0	0	0	0	0	0	0
ENSMUSG00000071866	NA	54853	10658	62725	9552	53079	10044	56916	9420
ENSMUSG00000072553	NA	2	0	2	0	0	0	2	0
ENSMUSG00000072582	NA	995	137	1169	144	1050	238	1017	166
ENSMUSG00000072620	NA	142	249	118	140	140	382	180	369
ENSMUSG00000072621	NA	36	8	44	2	94	2	152	8
ENSMUSG00000072640	NA	1068	210	1004	249	1168	375	1275	239
ENSMUSG00000072673	NA	0	0	0	0	2	1	0	0
ENSMUSG00000072708	NA	0	0	0	0	1	0	0	0
ENSMUSG00000072709	NA	0	0	0	0	0	0	0	0
ENSMUSG00000072753	NA	0	0	0	0	0	0	0	0
ENSMUSG00000072768	NA	1	0	0	0	0	0	0	0
ENSMUSG00000072809	NA	23	8	10	10	6	23	10	16
ENSMUSG00000072834	NA	3	4	7	15	4	4	8	1
ENSMUSG00000072847	NA	109	77	119	75	181	111	170	79
ENSMUSG00000072893	NA	444	62	470	47	407	51	432	53
ENSMUSG00000072898	NA	7	1	0	0	2	3	1	1
ENSMUSG00000072902	NA	0	2	0	2	2	0	0	0
ENSMUSG00000072915	NA	57	29	97	27	109	55	115	30
ENSMUSG00000072963	NA	6	2	4	2	4	0	7	6
ENSMUSG00000072982	NA	0	0	0	0	0	0	0	0
ENSMUSG00000072983	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073052	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073063	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073073	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073103	NA	0	0	0	0	0	0	0	0
ENSMUSG00000073145	NA	2	0	0	0	0	0	0	3
ENSMUSG00000075389	NA	307	130	288	143	233	181	223	154
ENSMUSG00000075410	NA	2	0	4	0	2	2	2	0
ENSMUSG00000075420	NA	1131	417	1573	477	1085	418	1152	364
ENSMUSG00000075431	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075437	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075480	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075510	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075528	NA	53	13	48	9	39	18	35	10
ENSMUSG00000075566	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075567	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075570	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075576	NA	36	26	26	8	24	16	36	18
ENSMUSG00000075586	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075587	NA	92	36	122	24	112	29	108	24
