# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-chr11.gtf" "-o" "CD24Mid-7.counts2.txt" "CD24Mid-7.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-7.filtered.bam
ENSMUSG00000020705	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106216926;106224081;106224784;106228763;106230330;106231132;106232806;106234852;106235607;106236995;106236996;106238508;106238508;106239136;106240002;106241551;106242875;106245327;106246776;106247492	106217156;106224318;106224934;106228824;106230366;106231281;106232910;106234971;106235783;106237123;106237123;106238824;106238607;106239183;106240099;106241827;106243101;106245437;106246877;106249139	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4228	4554
ENSMUSG00000020706	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106249142;106249704;106249873;106249899;106250155;106250155;106250348;106250562;106250562;106250906;106251009;106251154;106252203;106252203;106252428;106252428;106252666;106252900;106253081;106253289;106253376;106253482;106253482;106253762;106254292;106254607;106254786;106254786;106254863;106255320;106255320;106255585;106255585;106255585;106255761;106255761;106255761	106249616;106249798;106250056;106250056;106250433;106250254;106250433;106250698;106250836;106251023;106251335;106251335;106252338;106252338;106252554;106252577;106252746;106253000;106253185;106253404;106253404;106253995;106253676;106253861;106254686;106254686;106254832;106254832;106255425;106255425;106255425;106255677;106255677;106255677;106255804;106255796;106256079	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4358	4090
ENSMUSG00000020708	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106256154;106256154;106256848;106256848;106260853;106260853;106261185;106261185;106261423;106261423;106261906;106261906;106262118;106262118;106262404;106262404;106262581;106262797;106262797;106263009;106263009	106256214;106256214;106256919;106256919;106260922;106260922;106261282;106261282;106261710;106261710;106262032;106262032;106262308;106262308;106262691;106262502;106262691;106262883;106262883;106263120;106263120	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1394	4616
ENSMUSG00000065162	11	106260206	106260313	+	108	6
ENSMUSG00000078619	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106263179;106263179;106263714;106263799;106264019;106264195;106264195;106264433;106264433;106264433;106264433;106264433;106264672;106264672;106264672;106264672;106264672;106264733;106264940;106264940;106264940;106264940;106264940;106265183;106265183;106265183;106265183;106265312;106265660;106265660;106265660;106265660;106265660;106265660;106265739;106265888;106265888;106265888;106265888;106265888;106266537;106266537;106266537;106266537;106266891;106266891;106266891;106266891;106267138;106267138;106267138;106267334;106267334;106267334;106267334;106272493;106272887	106264119;106264119;106264296;106264296;106264296;106264296;106264296;106264555;106264555;106264555;106264555;106264555;106264807;106264807;106264936;106264807;106264807;106264807;106265037;106265037;106265344;106265037;106265037;106265344;106265344;106265344;106265344;106265344;106265761;106265761;106265746;106265662;106265761;106265761;106265761;106266000;106265983;106266071;106265983;106265983;106266692;106266631;106266692;106266692;106267180;106267013;106267013;106267013;106267180;106267180;106267180;106267528;106267483;106267518;106267799;106272972;106272965	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3589	7333
ENSMUSG00000020712	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106276672;106276748;106281903;106281903;106282787;106282787;106284043;106284043;106284556;106284556;106285372;106285372;106286376;106286376;106286818;106286818	106276793;106276874;106281978;106281978;106283053;106283053;106284363;106284363;106284834;106284834;106285641;106285806;106286618;106286618;106288745;106288133	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3752	8
ENSMUSG00000020713	11;11;11;11;11	106300271;106300765;106301095;106301396;106301740	106300566;106300926;106301211;106301556;106301865	-;-;-;-;-	862	0
ENSMUSG00000040592	11;11;11;11;11;11;11;11;11;11;11;11	106311341;106311344;106312007;106312007;106312322;106312322;106312633;106312633;106313661;106313661;106314418;106314418	106311905;106311905;106312048;106312048;106312440;106312440;106312941;106312941;106313711;106313711;106314529;106314762	-;-;-;-;-;-;-;-;-;-;-;-	1431	154
ENSMUSG00000001027	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106318592;106321908;106322788;106323876;106324208;106324447;106326131;106326706;106327511;106328020;106329997;106335375;106337060;106339154;106341422;106342311;106343892;106344214;106345415;106347757;106348272;106348703;106348900;106349117;106349455;106353183	106320919;106322178;106322892;106324013;106324261;106324725;106326253;106326879;106327665;106328155;106330473;106335731;106337233;106339392;106341575;106342520;106344033;106344277;106345729;106347848;106348400;106348792;106349018;106349389;106349791;106353288	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7041	4
ENSMUSG00000009210	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106365472;106366779;106374297;106374826;106374845;106374845;106374845;106374845;106375173;106375173;106375173;106375194;106375409;106375409;106375409;106375409;106375409;106375409;106376254;106376254;106376254;106376254;106376254;106376627;106376627;106376627;106376627;106376627;106376893;106376893;106376893;106376893;106376893;106376893	106365650;106366946;106374440;106374917;106374917;106374917;106374917;106374917;106375248;106375248;106375248;106375248;106375515;106375515;106375515;106375515;106375515;106375515;106376472;106376474;106376474;106376474;106376474;106376697;106376697;106376697;106376697;106376697;106377348;106377558;106377242;106377157;106377096;106377114	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1724	5
ENSMUSG00000001029	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106377656;106378560;106378646;106378806;106380667;106380667;106380667;106380688;106381045;106381317;106382430;106382430;106382430;106382430;106382870;106388047;106388047	106377994;106378963;106378963;106378963;106380939;106380801;106380939;106380939;106381424;106381424;106382546;106382546;106382546;106382781;106382996;106388075;106388072	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1904	16
ENSMUSG00000020715	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106394650;106397451;106399772;106399772;106400195;106400195;106403448;106403448;106405722;106405722;106407041;106407041;106407496;106407496;106408060;106408060;106408890;106408890;106409895;106409895;106411623;106411623;106413766;106414351;106414351;106418824;106418824;106420019;106420019;106421706;106421706;106423387;106423387;106426813;106426813;106429014;106429014;106434681;106434915;106434915;106434923;106437090;106437090;106437090;106458556;106458908;106458908;106458908;106458908;106487617;106487617;106487617;106487617;106487617	106398754;106398754;106399839;106399839;106400318;106400318;106403575;106403575;106405869;106405869;106407240;106407240;106407595;106407595;106408249;106408249;106408980;106408980;106410162;106410162;106411814;106411814;106414469;106414469;106414469;106418989;106418989;106420097;106420097;106421967;106421967;106423488;106423488;106426935;106426935;106429086;106429086;106434987;106434987;106434987;106434987;106437123;106437123;106437123;106459028;106459028;106459028;106459028;106459028;106487803;106487808;106487836;106487852;106487796	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8173	3440
ENSMUSG00000065126	11	106500993	106501062	+	70	111
ENSMUSG00000105884	11	106501243	106501377	+	135	0
ENSMUSG00000080540	11	106501245	106501377	+	133	0
ENSMUSG00000040548	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106502147;106502393;106506867;106506867;106511902;106511902;106513587;106513587;106519882;106519882;106529262;106529262;106533871;106533871;106544058;106544172;106544172;106546664;106546664;106546664;106548714;106548714;106548714;106566965;106566965;106566965;106568098;106568483;106579035;106579035;106580425;106612858;106613215	106503718;106503718;106506987;106506987;106512111;106512111;106513706;106513712;106520014;106520014;106529361;106529361;106534017;106534017;106544419;106544419;106544419;106547003;106547003;106547003;106548914;106548914;106548914;106568627;106567110;106568627;106568627;106568627;106579177;106579113;106580600;106612930;106613423	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5576	2485
ENSMUSG00000020717	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106654217;106654218;106654218;106654218;106661185;106661797;106662002;106662002;106671742;106671742;106671742;106671742;106679549;106679549;106679549;106679549;106679549;106681032;106681032;106681032;106681032;106681032;106682880;106682880;106682880;106682880;106682880;106683593;106683593;106683593;106683593;106683593;106684228;106684228;106684228;106684228;106684228;106684961;106684961;106684961;106684961;106684961;106688776;106688776;106688776;106688776;106688776;106688783;106690936;106690936;106690936;106690936;106690936;106690936;106691083;106695754;106695754;106695754;106695754;106695754;106695754;106697052;106697052;106697052;106697052;106697052;106699592;106699592;106699592;106699592;106699592;106699592;106714902;106714902;106714902;106714902;106714902;106714902;106715019;106715019;106715019;106715019;106715019;106750143	106655162;106655162;106655162;106655162;106663326;106662024;106662024;106662024;106671798;106671798;106671798;106671798;106679611;106679611;106679611;106679611;106679611;106681085;106681085;106681085;106681085;106681085;106682953;106682953;106682953;106682953;106682953;106683620;106683620;106683620;106683620;106683620;106684335;106684335;106684335;106684335;106684335;106685248;106685248;106685248;106685248;106685248;106689051;106689051;106689051;106689051;106689051;106689051;106691347;106691184;106691184;106691184;106691184;106691184;106691184;106696029;106696029;106696029;106696029;106696029;106696029;106697354;106697354;106697354;106697354;106697354;106699885;106699885;106699885;106699885;106699885;106699885;106714946;106714928;106714928;106714928;106714928;106714928;106715184;106715394;106715262;106715259;106715265;106750628	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6228	84
ENSMUSG00000040528	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106751226;106751240;106751240;106751240;106751265;106751268;106751268;106751634;106751634;106751634;106751634;106751634;106751634;106751634;106754782;106754782;106754782;106754782;106754782;106754782;106754782;106754943;106757703;106757703;106761183;106761183;106761183;106761183;106761186;106761621;106763856;106763856;106763856;106763856;106763856;106763856;106763856;106763856;106765222;106765222;106765222;106765222;106765222;106765222;106765222;106765222;106766953;106766953;106766953;106766953;106766953;106766953;106766953;106766953;106768402;106768402;106768402;106768402	106751389;106751389;106751389;106751389;106751389;106751389;106751389;106751675;106751675;106751675;106751675;106751675;106751675;106751675;106755051;106755051;106755051;106755051;106755051;106755051;106755051;106755051;106757814;106757809;106761296;106761296;106761296;106761296;106761296;106762030;106763948;106763948;106763948;106763948;106763948;106763948;106763948;106763948;106765284;106765284;106765284;106765284;106765284;106765284;106765284;106765284;106767023;106767047;106767765;106767023;106767568;106767145;106767145;106767047;106768720;106768717;106768719;106768794	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2474	32
ENSMUSG00000088400	11	106764635	106764741	-	107	2
ENSMUSG00000020718	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106768253;106768253;106768733;106771044;106772642;106772652;106772652;106772652;106773385;106773385;106773385;106773385;106773385;106773595;106773595;106773595;106773595;106773597;106775427;106775427;106775427;106775427;106775515;106777143;106777143;106777143;106777143;106777143;106777435;106777435;106777435;106777435;106777435;106778717;106778717;106778959;106779084;106779084;106779084	106768471;106768471;106769595;106772752;106772752;106772752;106772752;106772752;106773465;106773465;106773465;106773465;106773465;106773735;106773735;106773735;106773735;106773850;106775600;106775600;106775600;106775600;106775600;106777248;106777248;106777248;106777248;106777248;106777561;106777561;106777561;106777561;106777561;106778807;106779537;106779515;106779502;106779473;106779473	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4356	599
ENSMUSG00000020719	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106780355;106781548;106781976;106782114;106782469;106782469;106782469;106782469;106783312;106783431;106783733;106783959;106784101;106784101;106784414;106784414;106784414;106784880;106784880;106784880;106785136;106785136;106785143;106785395;106785395;106785395;106785496;106786067;106786067;106786067;106786071;106786226;106786226;106786226;106786226;106786448;106786448;106786448;106786448;106786499;106786909;106786909;106786909;106786909;106786909;106786909;106788273;106788273;106788273;106788273;106788273;106788273;106788699;106789016	106782256;106782256;106782256;106782256;106782684;106782693;106784018;106782693;106783400;106783651;106784162;106784018;106784162;106784162;106784524;106784524;106784524;106785046;106785052;106785052;106785296;106785296;106785296;106786050;106785536;106785536;106785536;106786132;106786132;106786132;106786132;106786359;106786359;106786359;106786359;106786544;106786544;106786544;106786544;106786544;106787074;106787074;106787074;106787074;106787074;106787074;106788459;106788459;106788467;106788488;106788494;106788532;106788883;106789185	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5775	39812
ENSMUSG00000093273	11	106782693	106782759	-	67	0
ENSMUSG00000093133	11	106783171	106783271	-	101	0
ENSMUSG00000018372	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106789252;106789275;106789287;106790731;106790731;106790731;106792477;106792477;106796123;106796123;106800044;106800044;106801463;106801463;106804993;106806236;106806236;106809192;106809192;106809628;106809628;106811196;106811196;106812326;106812396;106812396;106813761;106813761;106813761;106814223;106814604;106814604;106815468;106815468;106815468;106815734;106815734;106815734;106816653;106816653;106817834;106817834;106817834;106817879;106818196;106818196;106818196;106818196;106818534;106818534;106818534;106819585	106789377;106789377;106789377;106791268;106790859;106790859;106792584;106792584;106796233;106796233;106800143;106800143;106801578;106801578;106805121;106806429;106806429;106809301;106809301;106809757;106809757;106811349;106811349;106812535;106812535;106812535;106813839;106813862;106813862;106814736;106814736;106814736;106815637;106815637;106815637;106815778;106815808;106815808;106816805;106816805;106817980;106817980;106817980;106817980;106818267;106818861;106818267;106818267;106818725;106818853;106818860;106819930	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4199	729
ENSMUSG00000084930	11;11;11	106814670;106814985;106815964	106814806;106815118;106816008	-;-;-	316	13
ENSMUSG00000018363	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106820066;106822025;106822025;106822613;106823020;106823020;106823020;106823020;106824609;106824609;106824609;106824609;106824718;106828504;106828504;106828504;106828504;106828504;106830588;106830920;106830920;106830920;106830920;106833745;106833745;106833745;106833745;106833745;106836070;106836070;106836070;106836070;106836070;106839188;106839188;106839188;106839188;106839188;106841600;106841600;106841600;106841600;106845983;106845983;106845983;106845983;106849748;106849748;106849748;106849748;106852447;106852447;106852447;106852447;106856181;106856181;106856181;106856181;106859712;106859712;106859712;106864712;106864712;106864712;106864712;106868535;106868535;106868535;106868535;106868997;106871502;106871502;106871502;106871502;106875901;106875901;106875901;106920181;106920181;106920181;106920181;106920330	106822764;106822764;106822764;106822764;106823095;106823095;106823095;106823095;106824810;106824810;106824810;106824810;106824810;106828624;106829006;106828624;106828624;106828624;106831057;106831057;106831057;106831057;106831057;106833923;106833923;106833923;106833923;106833923;106836184;106836184;106836184;106836184;106836184;106839298;106839291;106839291;106839291;106839291;106841795;106841795;106841795;106841795;106846141;106846141;106846141;106846141;106849832;106849832;106849832;106849832;106852649;106852649;106852649;106852649;106856264;106856264;106856264;106856264;106859796;106859796;106859796;106864777;106864777;106864777;106864777;106868668;106868668;106868668;106868668;106869108;106871610;106871610;106871610;106871610;106875939;106875939;106875939;106920261;106920470;106920275;106920715;106920359	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6162	2741
ENSMUSG00000099125	11	106920658	106920761	-	104	0
ENSMUSG00000086481	11;11	106972058;106973051	106972507;106973090	-;-	490	0
ENSMUSG00000018362	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	106988629;106988629;106989324;106989324;106990189;106990189;106990639;106990639;106991069;106991069;106991413;106991413;106991618;106991858;106991858;106991918;106991918;106991938;106992603;106992603;106992603;106992603;106992603;106996215;106996509;106996509;106996509;106996509;106996509;106997238;106997238;106997238;106997238;106997238;106997238;106998113;106998363;106998746;106999359;106999359;106999359;106999359	106988979;106988979;106989473;106989473;106990371;106990371;106990872;106990872;106991332;106991332;106991507;106991507;106992126;106992126;106992126;106992126;106992126;106992126;106992691;106992691;106992627;106992691;106992691;106996646;106996646;106996646;106996646;106996646;106996646;106997335;106997335;106997335;106997335;106997335;106997314;106998238;106998487;106998779;106999369;106999450;106999541;106999440	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2873	8910
ENSMUSG00000083356	11	107003909	107004740	-	832	0
ENSMUSG00000078607	11;11;11;11;11;11;11;11	107025681;107025871;107027810;107028223;107028363;107028366;107029585;107029585	107025753;107025969;107028268;107028268;107028557;107028557;107030443;107030438	+;+;+;+;+;+;+;+	1685	20
ENSMUSG00000040481	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	107033081;107033083;107033083;107035397;107035504;107040226;107040226;107040226;107040226;107040226;107042675;107042675;107042675;107042675;107042675;107043041;107043633;107043633;107043633;107043633;107043633;107044492;107046666;107047000;107047000;107047000;107047000;107047000;107052789;107052789;107052789;107052789;107053223;107053223;107053223;107054456;107054456;107054456;107055872;107055872;107055872;107058634;107058634;107058634;107060472;107060472;107060472;107060548;107061684;107061684;107061684;107061684;107062050;107062536;107062536;107062536;107062536;107065668;107065668;107065668;107065668;107065946;107065946;107065946;107065946;107067127;107067127;107067127;107067127;107068275;107068275;107068275;107072683;107072683;107072683;107076522;107076522;107076522;107077660;107077660;107077660;107078520;107078520;107078520;107080723;107080723;107080723;107081216;107081216;107081216;107082513;107082513;107082513;107086712;107086712;107095002;107095716;107095716;107095716;107099566;107099566;107099566;107110813;107110813;107110813;107131274;107131274;107131274	107035839;107035839;107035839;107036590;107036590;107040412;107040412;107040412;107040412;107040412;107042759;107042759;107042759;107042759;107042759;107043825;107043706;107043825;107043825;107043825;107043825;107044665;107047343;107047275;107047343;107047343;107047343;107047343;107052890;107053014;107053014;107053014;107053305;107053305;107053305;107055318;107055318;107055318;107056106;107056106;107056106;107058851;107058851;107058851;107060580;107060580;107060580;107060580;107061835;107061835;107061835;107061835;107062211;107062782;107062782;107062782;107062782;107065710;107065710;107065710;107065710;107066096;107066096;107066096;107066096;107067205;107067255;107067255;107067255;107068399;107068399;107068399;107074990;107074990;107074990;107076701;107076701;107076701;107077768;107077768;107077798;107078649;107078649;107078649;107080854;107080854;107080854;107081571;107081571;107081571;107082700;107082700;107082700;107086897;107086897;107095190;107095925;107095925;107095925;107099789;107099789;107099789;107111635;107111635;107111635;107132127;107132127;107131922	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14081	4583
ENSMUSG00000087596	11;11;11	107157408;107165021;107166714	107157524;107165161;107167150	+;+;+	695	2
ENSMUSG00000018433	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	107166663;107166663;107167360;107168282;107168282;107168282;107171092;107171092;107171615;107171615;107173210;107173210;107173604;107173604;107175566;107175566;107176783;107176783;107178536;107178576;107178576;107178969;107178969;107178969;107180042;107180042;107180042;107180913;107180913;107181739;107181739;107181739;107183573;107183573;107183573;107184740;107184740;107186540;107186635;107186635;107186809;107186809;107189117;107189117;107189117	107167641;107167641;107167641;107168433;107168389;107168389;107171184;107171184;107171693;107171693;107173461;107173401;107173729;107173729;107175747;107175747;107176857;107176857;107178661;107178661;107178661;107179092;107179092;107179092;107181101;107180118;107180118;107181101;107181101;107181883;107181883;107181883;107184821;107183630;107183630;107184888;107184888;107186922;107186691;107186691;107186922;107186922;107189352;107189381;107189381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5357	1753
ENSMUSG00000081103	11	107171900	107172232	-	333	4
ENSMUSG00000081360	11	107191094	107191630	+	537	0
ENSMUSG00000040430	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	107207892;107207892;107216678;107226231;107226231;107226257;107234347;107234347;107234347;107252022;107252022;107252022;107296199;107296199;107296199;107320629;107320793;107320793;107320793;107321587;107321587;107321587;107321587;107337412;107337412;107337412;107337412;107348089;107469891	107212658;107212658;107216796;107226294;107226294;107226294;107234502;107234502;107234502;107252117;107252117;107252117;107296270;107296270;107296270;107320800;107320800;107320800;107320800;107321675;107321675;107321675;107321675;107337526;107337560;107337560;107337637;107348130;107470699	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6612	112
ENSMUSG00000081995	11	107330708	107331058	+	351	0
ENSMUSG00000086298	11;11	107338050;107344507	107338221;107344804	+;+	470	0
ENSMUSG00000087683	11;11	107386983;107388725	107387102;107388971	+;+	367	0
ENSMUSG00000085245	11;11	107410390;107413250	107410612;107413549	+;+	523	0
ENSMUSG00000087113	11;11	107428276;107435020	107428484;107435686	+;+	876	0
ENSMUSG00000020720	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	107479484;107479528;107479577;107485550;107485550;107485708;107485708;107485708;107486414;107486414;107486414;107488968;107488968;107488968;107491781;107491781;107491781;107492017;107492017;107492017;107493403;107493403;107493403;107494630;107494630;107494630;107495688;107495688;107495688;107497524;107497524;107503618	107479684;107479684;107479684;107485609;107485609;107485836;107485836;107485836;107486521;107486521;107486521;107489072;107489072;107489072;107491930;107491930;107491930;107492151;107492151;107492151;107493515;107493515;107493515;107494804;107494804;107494804;107495765;107495765;107495765;107497733;107498173;107504362	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2649	2719
ENSMUSG00000086442	11;11	107481916;107483011	107482352;107483107	+;+	534	2
ENSMUSG00000085864	11;11;11;11;11	107511403;107524336;107525190;107526561;107527179	107511528;107524511;107525256;107526608;107527220	-;-;-;-;-	459	0
ENSMUSG00000059706	11;11	107531757;107547921	107532164;107548373	-;-	861	0
ENSMUSG00000083996	11	107531931	107532305	-	375	0
