"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0016860","intramolecular oxidoreductase activity","MF",2,1,0,0.551174573929065,1
"GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","MF",2,1,0,0.551174573929065,1
"GO:0017134","fibroblast growth factor binding","MF",1,0,0,1,1
"GO:0019960","C-X3-C chemokine binding","MF",1,0,0,1,1
"GO:0038132","neuregulin binding","MF",2,1,0,0.551174573929065,1
"GO:0004715","non-membrane spanning protein tyrosine kinase activity","MF",2,2,0,0.108654485899995,1
"GO:0043495","protein-membrane adaptor activity","MF",3,2,0,0.2545194121767,1
"GO:0045294","alpha-catenin binding","MF",1,0,0,1,1
"GO:0106006","cytoskeletal protein-membrane anchor activity","MF",1,0,0,1,1
"GO:0004033","aldo-keto reductase (NADP) activity","MF",2,0,2,1,0.135501889992908
"GO:0005249","voltage-gated potassium channel activity","MF",3,0,2,1,0.306967466542153
"GO:0005267","potassium channel activity","MF",3,0,2,1,0.306967466542153
"GO:0015079","potassium ion transmembrane transporter activity","MF",3,0,2,1,0.306967466542153
"GO:0015459","potassium channel regulator activity","MF",3,0,3,1,0.0497691017182855
"GO:0005242","inward rectifier potassium channel activity","MF",2,0,1,1,0.601250246759229
"GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","MF",1,0,0,1,1
"GO:0003774","motor activity","MF",17,8,4,0.162378266086725,0.923651998989971
"GO:0003777","microtubule motor activity","MF",8,4,2,0.251081238791448,0.85736092452272
"GO:0008574","ATP-dependent microtubule motor activity, plus-end-directed","MF",3,1,1,0.699502154805247,0.748391636867767
"GO:1990939","ATP-dependent microtubule motor activity","MF",6,3,2,0.31258479901659,0.714942168073546
"GO:0030507","spectrin binding","MF",1,0,0,1,1
"GO:0120170","intraciliary transport particle B binding","MF",1,0,0,1,1
"GO:0008307","structural constituent of muscle","MF",1,0,0,1,1
"GO:0005078","MAP-kinase scaffold activity","MF",2,2,0,0.108654485899995,1
"GO:0071889","14-3-3 protein binding","MF",3,1,0,0.699502154805247,1
"GO:0016936","galactoside binding","MF",1,0,0,1,1
"GO:0005146","leukemia inhibitory factor receptor binding","MF",1,1,0,0.32991452991453,1
"GO:0003909","DNA ligase activity","MF",1,0,1,1,0.368376068376068
"GO:0003910","DNA ligase (ATP) activity","MF",1,0,1,1,0.368376068376068
"GO:0016886","ligase activity, forming phosphoric ester bonds","MF",1,0,1,1,0.368376068376068
"GO:0045159","myosin II binding","MF",4,3,1,0.107717050641147,0.841316405085412
"GO:0004364","glutathione transferase activity","MF",1,1,0,0.32991452991453,1
"GO:0004464","leukotriene-C4 synthase activity","MF",1,1,0,0.32991452991453,1
"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0016846","carbon-sulfur lyase activity","MF",2,1,0,0.551174573929065,1
"GO:0043295","glutathione binding","MF",1,1,0,0.32991452991453,1
"GO:1900750","oligopeptide binding","MF",1,1,0,0.32991452991453,1
"GO:0000993","RNA polymerase II complex binding","MF",2,1,0,0.551174573929065,1
"GO:0001098","basal transcription machinery binding","MF",3,1,1,0.699502154805247,0.748391636867767
"GO:0001099","basal RNA polymerase II transcription machinery binding","MF",3,1,1,0.699502154805247,0.748391636867767
"GO:0003678","DNA helicase activity","MF",4,2,2,0.401321773712254,0.46961733221483
"GO:0009378","four-way junction helicase activity","MF",1,1,0,0.32991452991453,1
"GO:0043138","3'-5' DNA helicase activity","MF",1,1,0,0.32991452991453,1
"GO:0050700","CARD domain binding","MF",2,1,0,0.551174573929065,1
"GO:0004438","phosphatidylinositol-3-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0004721","phosphoprotein phosphatase activity","MF",12,2,6,0.944279198468277,0.253918051363764
"GO:0004722","protein serine/threonine phosphatase activity","MF",7,1,3,0.939874909759824,0.509883138174582
"GO:0004725","protein tyrosine phosphatase activity","MF",6,2,3,0.642601833479987,0.390195622764166
"GO:0034593","phosphatidylinositol bisphosphate phosphatase activity","MF",4,2,0,0.401321773712254,1
"GO:0052629","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052744","phosphatidylinositol monophosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052866","phosphatidylinositol phosphate phosphatase activity","MF",4,2,0,0.401321773712254,1
"GO:0106018","phosphatidylinositol-3,5-bisphosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0004445","inositol-polyphosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0034485","phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0034594","phosphatidylinositol trisphosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0034595","phosphatidylinositol phosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0046030","inositol trisphosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052658","inositol-1,4,5-trisphosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052659","inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052743","inositol tetrakisphosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0052745","inositol phosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0106019","phosphatidylinositol-4,5-bisphosphate phosphatase activity","MF",2,1,0,0.551174573929065,1
"GO:0031386","protein tag","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity","MF",1,0,0,1,1
"GO:0003827","alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0030145","manganese ion binding","MF",3,3,0,0.0357220227616421,1
"GO:0016615","malate dehydrogenase activity","MF",1,1,0,0.32991452991453,1
"GO:0030060","L-malate dehydrogenase activity","MF",1,1,0,0.32991452991453,1
"GO:0051287","NAD binding","MF",2,2,0,0.108654485899995,1
"GO:0071813","lipoprotein particle binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0071814","protein-lipid complex binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0099609","microtubule lateral binding","MF",1,0,1,1,0.368376068376068
"GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","MF",6,1,2,0.910044209460714,0.714942168073546
"GO:0019871","sodium channel inhibitor activity","MF",1,0,0,1,1
"GO:0043325","phosphatidylinositol-3,4-bisphosphate binding","MF",5,1,0,0.865470480130593,1
"GO:0050750","low-density lipoprotein particle receptor binding","MF",2,1,0,0.551174573929065,1
"GO:0070300","phosphatidic acid binding","MF",2,0,1,1,0.601250246759229
"GO:0070325","lipoprotein particle receptor binding","MF",2,1,0,0.551174573929065,1
"GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","MF",4,0,2,1,0.46961733221483
"GO:0004843","thiol-dependent ubiquitin-specific protease activity","MF",6,1,3,0.910044209460714,0.390195622764166
"GO:0008242","omega peptidase activity","MF",7,2,3,0.731060007666052,0.509883138174582
"GO:0101005","ubiquitinyl hydrolase activity","MF",6,1,3,0.910044209460714,0.390195622764166
"GO:0000146","microfilament motor activity","MF",6,2,1,0.642601833479987,0.936978178122284
"GO:0030898","actin-dependent ATPase activity","MF",6,2,1,0.642601833479987,0.936978178122284
"GO:0017160","Ral GTPase binding","MF",1,0,1,1,0.368376068376068
"GO:0070888","E-box binding","MF",4,1,3,0.798895615169579,0.144317600869476
"GO:0008429","phosphatidylethanolamine binding","MF",3,0,3,1,0.0497691017182855
"GO:0031210","phosphatidylcholine binding","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0043394","proteoglycan binding","MF",1,0,1,1,0.368376068376068
"GO:0045545","syndecan binding","MF",1,0,1,1,0.368376068376068
"GO:0050997","quaternary ammonium group binding","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0004707","MAP kinase activity","MF",3,0,1,1,0.748391636867767
"GO:0003697","single-stranded DNA binding","MF",10,0,10,1,4.30509040319283e-05
"GO:0004550","nucleoside diphosphate kinase activity","MF",2,0,1,1,0.601250246759229
"GO:0043015","gamma-tubulin binding","MF",2,0,2,1,0.135501889992908
"GO:0043024","ribosomal small subunit binding","MF",5,0,4,1,0.0645271007281625
"GO:0004673","protein histidine kinase activity","MF",1,0,0,1,1
"GO:0016775","phosphotransferase activity, nitrogenous group as acceptor","MF",1,0,0,1,1
"GO:0051880","G-quadruplex DNA binding","MF",2,0,1,1,0.601250246759229
"GO:0004379","glycylpeptide N-tetradecanoyltransferase activity","MF",1,0,0,1,1
"GO:0019107","myristoyltransferase activity","MF",1,0,0,1,1
"GO:0003958","NADPH-hemoprotein reductase activity","MF",1,1,0,0.32991452991453,1
"GO:0004497","monooxygenase activity","MF",1,1,0,0.32991452991453,1
"GO:0004517","nitric-oxide synthase activity","MF",1,1,0,0.32991452991453,1
"GO:0008603","cAMP-dependent protein kinase regulator activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","MF",4,3,1,0.107717050641147,0.841316405085412
"GO:0016653","oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","MF",1,1,0,0.32991452991453,1
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","MF",1,1,0,0.32991452991453,1
"GO:0020037","heme binding","MF",3,3,0,0.0357220227616421,1
"GO:0034617","tetrahydrobiopterin binding","MF",1,1,0,0.32991452991453,1
"GO:0046906","tetrapyrrole binding","MF",4,4,0,0.0117236801351405,1
"GO:0002039","p53 binding","MF",4,0,4,1,0.0182529353345555
"GO:0019843","rRNA binding","MF",8,0,7,1,0.00486202421110478
"GO:0030957","Tat protein binding","MF",1,0,1,1,0.368376068376068
"GO:0043023","ribosomal large subunit binding","MF",2,0,2,1,0.135501889992908
"GO:0051059","NF-kappaB binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0043008","ATP-dependent protein binding","MF",1,0,0,1,1
"GO:0004791","thioredoxin-disulfide reductase activity","MF",1,0,1,1,0.368376068376068
"GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0047134","protein-disulfide reductase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","MF",1,1,0,0.32991452991453,1
"GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF",1,1,0,0.32991452991453,1
"GO:0030976","thiamine pyrophosphate binding","MF",1,1,0,0.32991452991453,1
"GO:0034601","oxoglutarate dehydrogenase [NAD(P)+] activity","MF",1,1,0,0.32991452991453,1
"GO:0034602","oxoglutarate dehydrogenase (NAD+) activity","MF",1,1,0,0.32991452991453,1
"GO:0004984","olfactory receptor activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0031593","polyubiquitin modification-dependent protein binding","MF",5,3,1,0.204410201292352,0.899972176447494
"GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","MF",4,2,1,0.401321773712254,0.841316405085412
"GO:0004656","procollagen-proline 4-dioxygenase activity","MF",2,1,0,0.551174573929065,1
"GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF",1,0,0,1,1
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF",1,0,0,1,1
"GO:0019798","procollagen-proline dioxygenase activity","MF",2,1,0,0.551174573929065,1
"GO:0031418","L-ascorbic acid binding","MF",2,1,0,0.551174573929065,1
"GO:0031543","peptidyl-proline dioxygenase activity","MF",2,1,0,0.551174573929065,1
"GO:0031545","peptidyl-proline 4-dioxygenase activity","MF",2,1,0,0.551174573929065,1
"GO:0015037","peptide disulfide oxidoreductase activity","MF",1,1,0,0.32991452991453,1
"GO:0045505","dynein intermediate chain binding","MF",5,3,2,0.204410201292352,0.606693319637086
"GO:0005548","phospholipid transporter activity","MF",5,2,1,0.532596155325521,0.899972176447494
"GO:0008525","phosphatidylcholine transporter activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004740","pyruvate dehydrogenase (acetyl-transferring) kinase activity","MF",1,1,0,0.32991452991453,1
"GO:0000773","phosphatidyl-N-methylethanolamine N-methyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0004608","phosphatidylethanolamine N-methyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0080101","phosphatidyl-N-dimethylethanolamine N-methyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0000774","adenyl-nucleotide exchange factor activity","MF",1,1,0,0.32991452991453,1
"GO:0060590","ATPase regulator activity","MF",3,2,0,0.2545194121767,1
"GO:0001850","complement component C3a binding","MF",1,0,1,1,0.368376068376068
"GO:0001851","complement component C3b binding","MF",1,0,1,1,0.368376068376068
"GO:0031871","proteinase activated receptor binding","MF",1,0,1,1,0.368376068376068
"GO:0008526","phosphatidylinositol transfer activity","MF",2,1,0,0.551174573929065,1
"GO:0036041","long-chain fatty acid binding","MF",1,1,0,0.32991452991453,1
"GO:0070540","stearic acid binding","MF",1,1,0,0.32991452991453,1
"GO:0120013","lipid transfer activity","MF",4,3,0,0.107717050641147,1
"GO:0120014","phospholipid transfer activity","MF",3,2,0,0.2545194121767,1
"GO:0004697","protein kinase C activity","MF",1,0,0,1,1
"GO:0004698","calcium-dependent protein kinase C activity","MF",1,0,0,1,1
"GO:0009931","calcium-dependent protein serine/threonine kinase activity","MF",1,0,0,1,1
"GO:0010857","calcium-dependent protein kinase activity","MF",1,0,0,1,1
"GO:0035403","histone kinase activity (H3-T6 specific)","MF",1,0,0,1,1
"GO:0004620","phospholipase activity","MF",7,4,0,0.167422667018944,1
"GO:0004630","phospholipase D activity","MF",1,1,0,0.32991452991453,1
"GO:0016298","lipase activity","MF",8,5,0,0.0837640952464404,1
"GO:0070290","N-acylphosphatidylethanolamine-specific phospholipase D activity","MF",1,1,0,0.32991452991453,1
"GO:0004867","serine-type endopeptidase inhibitor activity","MF",1,0,1,1,0.368376068376068
"GO:0003887","DNA-directed DNA polymerase activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0016779","nucleotidyltransferase activity","MF",10,4,4,0.43136200630163,0.536039964196198
"GO:0034061","DNA polymerase activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0030331","estrogen receptor binding","MF",5,2,3,0.532596155325521,0.264003351081446
"GO:0030375","thyroid hormone receptor coactivator activity","MF",1,0,1,1,0.368376068376068
"GO:0036033","mediator complex binding","MF",1,0,1,1,0.368376068376068
"GO:0042809","vitamin D receptor binding","MF",1,0,1,1,0.368376068376068
"GO:0046966","thyroid hormone receptor binding","MF",6,2,3,0.642601833479987,0.390195622764166
"GO:0050693","LBD domain binding","MF",1,0,1,1,0.368376068376068
"GO:0005044","scavenger receptor activity","MF",3,2,0,0.2545194121767,1
"GO:0038024","cargo receptor activity","MF",3,2,0,0.2545194121767,1
"GO:0004864","protein phosphatase inhibitor activity","MF",4,1,2,0.798895615169579,0.46961733221483
"GO:0004865","protein serine/threonine phosphatase inhibitor activity","MF",1,0,1,1,0.368376068376068
"GO:0019208","phosphatase regulator activity","MF",4,1,2,0.798895615169579,0.46961733221483
"GO:0019212","phosphatase inhibitor activity","MF",4,1,2,0.798895615169579,0.46961733221483
"GO:0019888","protein phosphatase regulator activity","MF",4,1,2,0.798895615169579,0.46961733221483
"GO:0031749","D2 dopamine receptor binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0031750","D3 dopamine receptor binding","MF",1,0,1,1,0.368376068376068
"GO:0031751","D4 dopamine receptor binding","MF",1,0,1,1,0.368376068376068
"GO:0048156","tau protein binding","MF",2,0,1,1,0.601250246759229
"GO:0050811","GABA receptor binding","MF",2,1,0,0.551174573929065,1
"GO:1990405","protein antigen binding","MF",1,0,0,1,1
"GO:0016018","cyclosporin A binding","MF",2,0,1,1,0.601250246759229
"GO:0005000","vasopressin receptor activity","MF",1,1,0,0.32991452991453,1
"GO:0016312","inositol bisphosphate phosphatase activity","MF",1,1,0,0.32991452991453,1
"GO:0017056","structural constituent of nuclear pore","MF",2,0,2,1,0.135501889992908
"GO:0004862","cAMP-dependent protein kinase inhibitor activity","MF",1,0,1,1,0.368376068376068
"GO:0030552","cAMP binding","MF",1,0,1,1,0.368376068376068
"GO:0034236","protein kinase A catalytic subunit binding","MF",2,0,2,1,0.135501889992908
"GO:0070006","metalloaminopeptidase activity","MF",1,0,0,1,1
"GO:0005086","ARF guanyl-nucleotide exchange factor activity","MF",1,1,0,0.32991452991453,1
"GO:0004298","threonine-type endopeptidase activity","MF",2,0,0,1,1
"GO:0070003","threonine-type peptidase activity","MF",3,1,0,0.699502154805247,1
"GO:0035259","glucocorticoid receptor binding","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0050692","DNA binding domain binding","MF",1,0,1,1,0.368376068376068
"GO:0017025","TBP-class protein binding","MF",2,1,0,0.551174573929065,1
"GO:0031531","thyrotropin-releasing hormone receptor binding","MF",1,0,0,1,1
"GO:0051428","peptide hormone receptor binding","MF",1,0,0,1,1
"GO:0140296","general transcription initiation factor binding","MF",4,1,1,0.798895615169579,0.841316405085412
"GO:0061133","endopeptidase activator activity","MF",1,0,1,1,0.368376068376068
"GO:0097371","MDM2/MDM4 family protein binding","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0008115","sarcosine oxidase activity","MF",1,1,0,0.32991452991453,1
"GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","MF",2,1,0,0.551174573929065,1
"GO:0016647","oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","MF",1,1,0,0.32991452991453,1
"GO:0050031","L-pipecolate oxidase activity","MF",1,1,0,0.32991452991453,1
"GO:0017070","U6 snRNA binding","MF",3,0,3,1,0.0497691017182855
"GO:0030623","U5 snRNA binding","MF",2,0,2,1,0.135501889992908
"GO:0097157","pre-mRNA intronic binding","MF",2,0,2,1,0.135501889992908
"GO:0008143","poly(A) binding","MF",1,0,1,1,0.368376068376068
"GO:0035368","selenocysteine insertion sequence binding","MF",1,0,1,1,0.368376068376068
"GO:0035613","RNA stem-loop binding","MF",3,0,2,1,0.306967466542153
"GO:0070717","poly-purine tract binding","MF",2,0,2,1,0.135501889992908
"GO:0010698","acetyltransferase activator activity","MF",1,1,0,0.32991452991453,1
"GO:0035035","histone acetyltransferase binding","MF",3,1,2,0.699502154805247,0.306967466542153
"GO:0097322","7SK snRNA binding","MF",2,1,0,0.551174573929065,1
"GO:0005094","Rho GDP-dissociation inhibitor activity","MF",1,1,0,0.32991452991453,1
"GO:0030742","GTP-dependent protein binding","MF",1,0,1,1,0.368376068376068
"GO:0042134","rRNA primary transcript binding","MF",1,0,1,1,0.368376068376068
"GO:0000900","translation repressor activity, mRNA regulatory element binding","MF",4,2,2,0.401321773712254,0.46961733221483
"GO:0030371","translation repressor activity","MF",4,2,2,0.401321773712254,0.46961733221483
"GO:0032422","purine-rich negative regulatory element binding","MF",1,0,1,1,0.368376068376068
"GO:0000253","3-keto sterol reductase activity","MF",1,1,0,0.32991452991453,1
"GO:0004303","estradiol 17-beta-dehydrogenase activity","MF",1,1,0,0.32991452991453,1
"GO:0016229","steroid dehydrogenase activity","MF",1,1,0,0.32991452991453,1
"GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",1,1,0,0.32991452991453,1
"GO:0072555","17-beta-ketosteroid reductase activity","MF",1,1,0,0.32991452991453,1
"GO:0072582","17-beta-hydroxysteroid dehydrogenase (NADP+) activity","MF",1,1,0,0.32991452991453,1
"GO:0000386","second spliceosomal transesterification activity","MF",1,1,0,0.32991452991453,1
"GO:0030628","pre-mRNA 3'-splice site binding","MF",2,2,0,0.108654485899995,1
"GO:0000014","single-stranded DNA endodeoxyribonuclease activity","MF",1,0,1,1,0.368376068376068
"GO:0003691","double-stranded telomeric DNA binding","MF",1,0,1,1,0.368376068376068
"GO:0004017","adenylate kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0043047","single-stranded telomeric DNA binding","MF",3,0,3,1,0.0497691017182855
"GO:0098847","sequence-specific single stranded DNA binding","MF",3,0,3,1,0.0497691017182855
"GO:0044390","ubiquitin-like protein conjugating enzyme binding","MF",1,1,0,0.32991452991453,1
"GO:0001972","retinoic acid binding","MF",1,1,0,0.32991452991453,1
"GO:0003707","steroid hormone receptor activity","MF",3,3,0,0.0357220227616421,1
"GO:0004879","nuclear receptor activity","MF",5,5,0,0.00384086261717295,1
"GO:0005501","retinoid binding","MF",1,1,0,0.32991452991453,1
"GO:0019840","isoprenoid binding","MF",1,1,0,0.32991452991453,1
"GO:0042805","actinin binding","MF",1,1,0,0.32991452991453,1
"GO:0044323","retinoic acid-responsive element binding","MF",1,1,0,0.32991452991453,1
"GO:0048027","mRNA 5'-UTR binding","MF",5,1,3,0.865470480130593,0.264003351081446
"GO:0051393","alpha-actinin binding","MF",1,1,0,0.32991452991453,1
"GO:0098531","ligand-activated transcription factor activity","MF",5,5,0,0.00384086261717295,1
"GO:0033829","O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0070180","large ribosomal subunit rRNA binding","MF",3,0,3,1,0.0497691017182855
"GO:1990932","5.8S rRNA binding","MF",1,0,1,1,0.368376068376068
"GO:0001055","RNA polymerase II activity","MF",1,0,1,1,0.368376068376068
"GO:0003899","DNA-directed 5'-3' RNA polymerase activity","MF",1,0,1,1,0.368376068376068
"GO:0034062","5'-3' RNA polymerase activity","MF",1,0,1,1,0.368376068376068
"GO:0097747","RNA polymerase activity","MF",1,0,1,1,0.368376068376068
"GO:0001102","RNA polymerase II activating transcription factor binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0035033","histone deacetylase regulator activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0008009","chemokine activity","MF",6,3,1,0.31258479901659,0.936978178122284
"GO:0042379","chemokine receptor binding","MF",8,4,2,0.251081238791448,0.85736092452272
"GO:0048020","CCR chemokine receptor binding","MF",7,3,2,0.421456398014824,0.796965780033131
"GO:0031726","CCR1 chemokine receptor binding","MF",2,1,0,0.551174573929065,1
"GO:0031730","CCR5 chemokine receptor binding","MF",3,2,0,0.2545194121767,1
"GO:0004435","phosphatidylinositol phospholipase C activity","MF",2,1,0,0.551174573929065,1
"GO:0004629","phospholipase C activity","MF",2,1,0,0.551174573929065,1
"GO:0030296","protein tyrosine kinase activator activity","MF",1,1,0,0.32991452991453,1
"GO:0030298","receptor signaling protein tyrosine kinase activator activity","MF",1,1,0,0.32991452991453,1
"GO:0030547","receptor inhibitor activity","MF",1,1,0,0.32991452991453,1
"GO:0042056","chemoattractant activity","MF",1,1,0,0.32991452991453,1
"GO:0046817","chemokine receptor antagonist activity","MF",1,1,0,0.32991452991453,1
"GO:0048019","receptor antagonist activity","MF",1,1,0,0.32991452991453,1
"GO:0000030","mannosyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0004169","dolichyl-phosphate-mannose-protein mannosyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0008320","protein transmembrane transporter activity","MF",2,0,0,1,1
"GO:0015450","P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF",1,0,0,1,1
"GO:0022884","macromolecule transmembrane transporter activity","MF",2,0,0,1,1
"GO:0042887","amide transmembrane transporter activity","MF",4,2,0,0.401321773712254,1
"GO:0140318","protein transporter activity","MF",2,0,0,1,1
"GO:1904680","peptide transmembrane transporter activity","MF",2,0,0,1,1
"GO:0004372","glycine hydroxymethyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0004793","threonine aldolase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0008732","L-allo-threonine aldolase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0016742","hydroxymethyl-, formyl- and related transferase activity","MF",1,0,1,1,0.368376068376068
"GO:0050897","cobalt ion binding","MF",1,0,1,1,0.368376068376068
"GO:0070905","serine binding","MF",1,0,1,1,0.368376068376068
"GO:0001665","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0008373","sialyltransferase activity","MF",1,0,1,1,0.368376068376068
"GO:0005310","dicarboxylic acid transmembrane transporter activity","MF",5,4,1,0.0432549502070106,0.899972176447494
"GO:0015141","succinate transmembrane transporter activity","MF",3,3,0,0.0357220227616421,1
"GO:0015556","C4-dicarboxylate transmembrane transporter activity","MF",4,3,1,0.107717050641147,0.841316405085412
"GO:0015226","carnitine transmembrane transporter activity","MF",3,3,0,0.0357220227616421,1
"GO:0015651","quaternary ammonium group transmembrane transporter activity","MF",3,3,0,0.0357220227616421,1
"GO:0072349","modified amino acid transmembrane transporter activity","MF",6,5,1,0.0167646235264588,0.936978178122284
"GO:1901235","(R)-carnitine transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:0005351","carbohydrate:proton symporter activity","MF",1,0,0,1,1
"GO:0005355","glucose transmembrane transporter activity","MF",1,0,0,1,1
"GO:0005356","glucose:proton symporter activity","MF",1,0,0,1,1
"GO:0005360","insulin-responsive glucose:proton symporter activity","MF",1,0,0,1,1
"GO:0005402","carbohydrate:cation symporter activity","MF",1,0,0,1,1
"GO:0009679","hexose:proton symporter activity","MF",1,0,0,1,1
"GO:0015144","carbohydrate transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015145","monosaccharide transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015149","hexose transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015295","solute:proton symporter activity","MF",2,1,0,0.551174573929065,1
"GO:0051119","sugar transmembrane transporter activity","MF",1,0,0,1,1
"GO:0055056","D-glucose transmembrane transporter activity","MF",1,0,0,1,1
"GO:0043425","bHLH transcription factor binding","MF",1,0,1,1,0.368376068376068
"GO:0001727","lipid kinase activity","MF",1,1,0,0.32991452991453,1
"GO:0003951","NAD+ kinase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0008481","sphinganine kinase activity","MF",1,1,0,0.32991452991453,1
"GO:0017050","D-erythro-sphingosine kinase activity","MF",1,1,0,0.32991452991453,1
"GO:0038036","sphingosine-1-phosphate receptor activity","MF",1,1,0,0.32991452991453,1
"GO:0045125","bioactive lipid receptor activity","MF",1,1,0,0.32991452991453,1
"GO:0030506","ankyrin binding","MF",3,1,0,0.699502154805247,1
"GO:0030156","benzodiazepine receptor binding","MF",1,0,0,1,1
"GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","MF",1,0,0,1,1
"GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","MF",1,0,0,1,1
"GO:0032810","sterol response element binding","MF",1,1,0,0.32991452991453,1
"GO:0001103","RNA polymerase II repressing transcription factor binding","MF",1,1,0,0.32991452991453,1
"GO:0035174","histone serine kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0034739","histone deacetylase activity (H4-K16 specific)","MF",1,1,0,0.32991452991453,1
"GO:0036055","protein-succinyllysine desuccinylase activity","MF",1,1,0,0.32991452991453,1
"GO:0061697","protein-glutaryllysine deglutarylase activity","MF",1,1,0,0.32991452991453,1
"GO:0070403","NAD+ binding","MF",1,1,0,0.32991452991453,1
"GO:0097372","NAD-dependent histone deacetylase activity (H3-K18 specific)","MF",1,1,0,0.32991452991453,1
